delivery;item;item_category;created_by;time;created_on;material;material_group;plant;storage_location;delivery_quantity;base_unit_of_measure;actual_delivery_qty;item_description;reference_document;reference_item;movement_type;overall_status;item_1;billing_item;packing_item;picking_putaway_item;delivery_item;goods_mvt_item;goods_movement_status;shipping_point_receiving_pt;delivery_type;delivery_date;incoterms;changed_by;changed_on;bill_of_lading;supplier;document_date;act_goods_movement_date;external_delivery_id
180032833;20;ZELN;SAP_WFRT;04:05:17;2026-04-29;9200004702;1001;9999;171A;48960;EA;48960;H '25 BULK HNDLE W CART G3 BLUE RETAIL;4500016121;10;109;A;C;C;C;C;C;C;A;9999;ZEL;2026-06-14;EXW;;00:00:00;OOLU2168639800;1001040;2026-04-27;;2114047440
180032840;10;ZELN;SAP_WFRT;14:05:06;2026-04-29;9050013404;1001;9999;171A;45000;EA;45000;4CT BLADE PACK - G2++;4500016041;10;109;A;C;C;C;C;C;C;A;9999;ZEL;2026-04-28;EXW;SAP_WFRT;2026-04-29 00:00:00;UNKNOWN;1000026;2026-04-29;;0049017135
180032841;10;ZELN;SAP_WFRT;14:05:11;2026-04-29;9050013404;1001;9998;171A;27000;EA;27000;4CT BLADE PACK - G2++;4500016042;10;109;A;C;C;C;C;C;C;A;171E;ZEL;2026-04-28;EXW;SAP_WFRT;2026-04-29 00:00:00;UNKNOWN;1000026;2026-04-29;;0049017134
180032842;10;ZELN;SAP_WFRT;14:05:17;2026-04-29;9050013404;1001;1721;171A;378000;EA;378000;4CT BLADE PACK - G2++;4500016049;10;109;C;C;C;C;C;C;C;C;1721;ZEL;2026-04-28;EXW;CHIUA;2026-06-12 00:00:00;LAX5352085;1000026;2026-04-29;2026-06-11;0049017133
180032866;10;ZELN;COLEYC;21:41:28;2026-04-29;9050133701;5002;1711;171A;3520;EA;3520;H '26 RAPID REST EYE PATCHES 6PK US DTC;4500015476;10;109;C;C;C;C;C;C;C;C;1711;ZEL;2026-04-01;;COLEYC;2026-04-29 00:00:00;;1013876;2026-04-01;2026-04-09;
180032868;10;ELN;BATCH_USER;22:11:57;2026-04-29;9050076501;1001;1711;171A;144;EA;144;H' WINSTON VALUE G2++ BLACK US RETAIL;4500017035;10;101;A;C;C;C;C;C;C;A;1711;EL;2026-04-29;EXW;;00:00:00;;1712;2026-04-29;;0080194170
180032888;10;ZELN;CHIUA;18:47:38;2026-04-30;9050059001;6002;7803;178A;5496;EA;5496;SOLID DEO 2.6OZ STICK UNSCENTED;4500015968;10;109;C;C;C;C;C;C;C;C;7803;ZEL;2026-04-29;EXW;FINERB;2026-05-01 00:00:00;2136415;1010837;2026-04-29;2026-04-29;
180032913;10;ZELN;SAP_WFRT;15:40:07;2026-05-01;9050061510;4001;1787;178A;10008;EA;10008;BODY WASH 8.5 OZ TUBE POWDER;4500015509;20;109;A;C;C;C;C;C;C;A;1787;ZEL;2026-05-07;EXW;;00:00:00;99995006;1000776;2026-04-30;;3914
180032913;20;ZELN;SAP_WFRT;15:40:07;2026-05-01;9050054310;4001;1787;178A;5712;EA;5712;BODY WASH 1.5 OZ MINI TUBE POWDER;4500015509;50;109;A;C;C;C;C;C;C;A;1787;ZEL;2026-05-07;EXW;;00:00:00;99995006;1000776;2026-04-30;;3914
180032917;10;ZELN;SAP_WFRT;16:40:06;2026-05-01;9050061510;4001;1787;178A;9480;EA;9480;BODY WASH 8.5 OZ TUBE POWDER;4500015509;20;109;C;C;C;C;C;C;C;C;1787;ZEL;2026-05-07;EXW;CHIUA;2026-05-04 00:00:00;99995042;1000776;2026-04-30;2026-05-04;3924
180032920;10;ZELN;SIDDIQZ;17:00:55;2026-05-01;9050061510;4001;1786;178A;1800;EA;1800;BODY WASH 8.5 OZ TUBE POWDER;4500015509;10;109;C;C;C;C;C;C;C;C;1786;ZEL;2026-05-07;EXW;CHIUA;2026-05-04 00:00:00;99995045;1000776;2026-04-30;2026-05-04;3927
180032922;10;ZELN;SAP_WFRT;18:30:07;2026-05-01;9050056010;6002;7803;178A;9984;EA;9984;DEO CREAM 2.2 OZ TUBE POWDER PC;4500016014;30;109;C;C;C;C;C;C;C;C;7803;ZEL;2026-04-29;EXW;FINERB;2026-05-07 00:00:00;065007;1009986;2026-04-30;2026-05-01;488
180032932;10;ZELN;CHIUA;19:21:46;2026-05-01;9050061510;4001;7803;178A;5400;EA;5400;BODY WASH 8.5 OZ TUBE POWDER;4500015509;30;109;C;C;C;C;C;C;C;C;7803;ZEL;2026-04-30;EXW;CHIUA;2026-05-04 00:00:00;;1000776;2026-04-30;2026-05-01;
180032938;10;ZELN;TEST_PEOUM;21:09:26;2026-05-01;9050058208;6002;1787;178A;50016;EA;50016;DEO WIPES 15 COUNT POUCH CUCUMBER;4500015783;60;109;C;C;C;C;C;C;C;C;1787;ZEL;2026-05-01;EXW;BLANTOS;2026-05-05 00:00:00;;1010091;2026-05-01;2026-05-05;
180032953;10;ZELN;CHIUA;13:33:38;2026-05-04;9050059010;6002;7816;178A;672;EA;672;SOLID DEO 2.6 OZ STICK POWDER;4500015915;20;109;C;C;C;C;C;C;C;C;7815;ZEL;2026-04-03;EXW;CHIUA;2026-05-04 00:00:00;;1010110;2026-04-03;2026-04-03;
180032956;10;ZELN;CHIUA;15:46:48;2026-05-04;6350014510;1;9997;178A;47625;EA;47625;PKG BODY WASH 8.5 OZ TUBE POWDER H;4500015814;20;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-04-01;EXW;CHIUA;2026-05-04 00:00:00;;1000019;2026-04-01;2026-04-01;
180032960;10;ZELN;SAP_WFRT;17:10:05;2026-05-04;9050054310;4001;1786;178A;10008;EA;10008;BODY WASH 1.5 OZ MINI TUBE POWDER;4500015509;40;109;C;C;C;C;C;C;C;C;1786;ZEL;2026-05-07;EXW;BLANTOS;2026-06-03 00:00:00;99995005;1000776;2026-04-30;2026-05-04;3931
180032972;10;ELN;BATCH_USER;22:10:52;2026-05-04;9050082501;1001;7101;171A;10512;EA;10512;F '23 REFILL 4CT CAN RTL;4500017111;10;101;B;C;C;C;C;C;C;B;7101;EL;2026-05-04;DAP;FINERB;2026-05-11 00:00:00;8127982997;1722;2026-05-04;2026-05-11;0080195003
180032977;10;ZELN;CHIUA;13:42:56;2026-05-05;9050099801;1001;1711;171A;4680;EA;4680;H '25 PLUS ONYX DTC;4500016159;10;109;C;C;C;C;C;C;C;C;1711;ZEL;2026-04-28;;COLEYC;2026-05-11 00:00:00;;1012603;2026-04-28;2026-05-05;
180032984;10;ZELN;TEST_PEOUM;19:08:18;2026-05-05;6350056701;1;9997;178A;160000;EA;160000;LUME DEO SPRAY SALVACO ECO-VALVE B;4500016271;10;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-05-05;EXW;TEST_PEOUM;2026-06-09 00:00:00;;1013036;2026-05-05;2026-06-08;
180032994;10;ZELN;SAP_WFRT;22:35:05;2026-05-05;9050059004;6002;1787;178A;33360;EA;33360;SOLID DEO 2.6OZ STICK COCONUT;4500015968;140;109;C;C;C;C;C;C;C;C;1787;ZEL;2026-05-04;EXW;BLANTOS;2026-05-06 00:00:00;2141330;1010837;2026-05-05;2026-05-06;2605SDH00089448
180032995;10;ZELN;SAP_WFRT;22:35:11;2026-05-05;9050059010;6002;1786;178A;9240;EA;9240;SOLID DEO 2.6 OZ STICK POWDER;4500015741;60;109;C;C;C;C;C;C;C;C;1786;ZEL;2026-05-04;EXW;BLANTOS;2026-05-06 00:00:00;2114330;1010837;2026-05-05;2026-05-06;2605SDH00089447
180033000;10;ELN;BATCH_USER;23:55:13;2026-05-05;9050056201;6002;7813;178A;408;EA;408;DEO CREAM 2.2OZ STICK UNSCENTED;4500016902;10;101;A;C;C;C;C;C;C;A;7813;EL;2026-04-22;DAP;;00:00:00;;7803;2026-05-05;;0080193559
180033000;20;ELN;BATCH_USER;23:55:13;2026-05-05;9050056202;6002;7813;178A;96;EA;96;DEO CREAM 2.2OZ STICK LAVENDER;4500016902;20;101;A;C;C;C;C;C;C;A;7813;EL;2026-04-22;DAP;;00:00:00;;7803;2026-05-05;;0080193559
180033000;30;ELN;BATCH_USER;23:55:13;2026-05-05;9050056204;6002;7813;178A;600;EA;600;DEO CREAM 2.2OZ STICK COCONUT;4500016902;30;101;A;C;C;C;C;C;C;A;7813;EL;2026-04-22;DAP;;00:00:00;;7803;2026-05-05;;0080193559
180033000;40;ELN;BATCH_USER;23:55:13;2026-05-05;9050056205;6002;7813;178A;312;EA;312;DEO CREAM 2.2OZ STICK PEONY;4500016902;40;101;A;C;C;C;C;C;C;A;7813;EL;2026-04-22;DAP;;00:00:00;;7803;2026-05-05;;0080193559
180033000;50;ELN;BATCH_USER;23:55:13;2026-05-05;9050059006;6002;7813;178A;120;EA;120;SOLID DEO 2.6OZ STICK ALPINE;4500016902;50;101;A;C;C;C;C;C;C;A;7813;EL;2026-04-22;DAP;;00:00:00;;7803;2026-05-05;;0080193559
180033004;10;ZELN;SAP_WFRT;04:05:05;2026-05-06;9050099305;1001;7101;171A;34560;EA;34560;H '25 TRUMAN PACK G2++ GLACIER NA RTL;4500016104;10;109;A;C;C;C;C;C;C;A;7101;ZEL;2026-07-14;EXW;;00:00:00;XIA1859733;1001040;2026-05-05;;2114047467
180033004;20;ZELN;SAP_WFRT;04:05:05;2026-05-06;9050099306;1001;7101;171A;7488;EA;7488;H '25 TRUMAN VALUE PK G2++ EMBER US RTL;4500016105;10;109;A;C;C;C;C;C;C;A;7101;ZEL;2026-07-14;EXW;;00:00:00;XIA1859733;1001040;2026-05-05;;2114047467
180033009;10;ELN;BATCH_USER;17:56:02;2026-05-06;9050139426;6001;7803;178A;804;EA;804;MANDO AP SPRAY 4.3 OZ CLOVER WOODS OL;4500017159;10;101;C;C;C;C;C;C;C;C;7803;EL;2026-04-30;DAP;FINERB;2026-06-18 00:00:00;260506135202;1786;2026-05-06;2026-06-01;0080195623
180033010;10;ELN;BATCH_USER;18:00:02;2026-05-06;9050119627;6002;7803;178A;6660;EA;6660;MANDO DEO SPRAY 3.6 OZ CEDAR GROVE;4500017160;10;101;C;C;C;C;C;C;C;C;7803;EL;2026-04-30;DAP;FINERB;2026-06-18 00:00:00;260506135721;1787;2026-05-06;2026-06-01;0080195624
180033018;10;ZELN;CHIUA;20:00:29;2026-05-06;9050059010;6002;7803;178A;89232;EA;89232;SOLID DEO 2.6 OZ STICK POWDER;4500015741;40;109;C;C;C;C;C;C;C;C;7803;ZEL;2026-05-05;EXW;FINERB;2026-05-12 00:00:00;;1010837;2026-05-05;2026-05-06;
180033019;10;ZELN;CHIUA;20:01:50;2026-05-06;9050059004;6002;7803;178A;18768;EA;18768;SOLID DEO 2.6OZ STICK COCONUT;4500015968;50;109;C;C;C;C;C;C;C;C;7803;ZEL;2026-05-05;EXW;FINERB;2026-05-13 00:00:00;;1010837;2026-05-05;2026-05-06;
180033024;10;ZELN;SAP_WFRT;12:35:05;2026-05-07;9050068701;1001;7101;171A;7776;EA;7776;F' 4CT REFILL - DOLPHIN REFRESH 2023;4500016347;10;109;C;C;C;C;C;C;C;C;7101;ZEL;2026-06-04;EXW;SAP_WFRT;2026-05-08 00:00:00;552564154;1005970;2026-05-06;2026-05-07;178828
180033047;10;ZELN;SAP_WFRT;02:25:05;2026-05-08;9200003903;1001;1722;171A;12000;EA;12000;F '26 JUICYFRUIT M+ HANDLE US BULK;4500016138;10;109;A;C;C;C;C;C;C;A;1722;ZEL;2026-06-14;EXW;;00:00:00;VNNYC5397208;1009089;2026-05-07;;145
180033051;10;ZELN;SAP_WFRT;08:40:05;2026-05-08;9050077909;1001;7101;171A;34632;EA;34632;F '26 HANDLE PINK US RTL - 1CT;4500016461;10;109;A;C;C;C;C;C;C;A;7101;ZEL;2026-07-19;EXW;;00:00:00;ZIMUXIA8556780;1001040;2026-05-08;;2114047480
180033052;10;ZELN;SAP_WFRT;08:40:11;2026-05-08;9200004704;1001;9999;171A;30600;EA;30600;H '25 BULK HNDLE W CART G3 RED RETAIL;4500016122;10;109;A;C;C;C;C;C;C;A;9999;ZEL;2026-06-24;EXW;;00:00:00;ZIMUXIA8556780;1001040;2026-05-08;;2114047483
180033053;20;ZELN;SAP_WFRT;08:40:17;2026-05-08;9200004701;1001;1722;171A;79560;EA;79560;H '25 BULK HNDLE W CART G3 BLACK RETAIL;4500016123;10;109;A;C;C;C;C;C;C;A;1722;ZEL;2026-06-14;EXW;;00:00:00;ZIMUXIA8556641;1001040;2026-05-08;;2114047468
180033054;10;ZELN;SAP_WFRT;08:40:22;2026-05-08;9050099302;1001;7101;171A;8640;EA;8640;H '25 TRUMAN PACK G2++ EMBER NA RTL;4500016101;10;109;A;C;C;C;C;C;C;A;7101;ZEL;2026-07-14;EXW;;00:00:00;ZIMUXIA8556780;1001040;2026-05-08;;2114047482
180033054;20;ZELN;SAP_WFRT;08:40:22;2026-05-08;9050099301;1001;7101;171A;17280;EA;17280;H '25 TRUMAN PACK G2++ CHARCOAL NA RTL;4500016100;10;109;A;C;C;C;C;C;C;A;7101;ZEL;2026-07-14;EXW;;00:00:00;ZIMUXIA8556780;1001040;2026-05-08;;2114047482
180033054;30;ZELN;SAP_WFRT;08:40:22;2026-05-08;9050099306;1001;7101;171A;8424;EA;8424;H '25 TRUMAN VALUE PK G2++ EMBER US RTL;4500016105;10;109;A;C;C;C;C;C;C;A;7101;ZEL;2026-07-14;EXW;;00:00:00;ZIMUXIA8556780;1001040;2026-05-08;;2114047482
180033056;10;ZELN;SAP_WFRT;14:05:05;2026-05-08;9050013404;1001;1721;171A;72000;EA;72000;4CT BLADE PACK - G2++;4500016049;10;109;A;C;C;C;C;C;C;A;1721;ZEL;2026-05-05;EXW;SAP_WFRT;2026-05-08 00:00:00;LAX5400822;1000026;2026-05-06;;0049017141
180033057;10;ELN;CHIUA;14:21:41;2026-05-08;9150240301;6002;7816;178A;27160;EA;27160;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-07;DAP;CHIUA;2026-05-08 00:00:00;;1003563;2026-05-07;2026-05-07;
180033060;10;ZELN;SAP_WFRT;14:45:06;2026-05-08;9050061510;4001;7803;178A;5400;EA;5400;BODY WASH 8.5 OZ TUBE POWDER;4500015509;30;109;A;C;C;C;C;C;C;A;7803;ZEL;2026-05-07;EXW;;00:00:00;99995044;1000776;2026-04-30;;3946
180033067;10;ZELN;CHIUA;17:03:02;2026-05-08;6350002299;1;9997;;580000;EA;580000;PKG DEO SOLID 2.6OZ STICK PLUG;4500016223;10;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-05-05;;CHIUA;2026-06-03 00:00:00;;1011162;2026-05-05;2026-05-06;
180033067;20;ZELN;CHIUA;17:03:02;2026-05-08;6350002702;1;9997;;88320;EA;88320;PKG SOLID DEO 2.6 OZ STICK LAVENDER R3;4500016223;20;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-05-05;;CHIUA;2026-06-03 00:00:00;;1011162;2026-05-05;2026-05-06;
180033067;30;ZELN;CHIUA;17:03:02;2026-05-08;6350002704;1;9997;;65780;EA;65780;PKG SOLID DEO 2.6 OZ STICK COCONUT R3;4500016223;30;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-05-05;;CHIUA;2026-06-03 00:00:00;;1011162;2026-05-05;2026-05-06;
180033067;40;ZELN;CHIUA;17:03:02;2026-05-08;6350002705;1;9997;;33120;EA;33120;PKG SOLID DEO 2.6 OZ STICK PEONY R3;4500016223;40;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-05-05;;CHIUA;2026-06-03 00:00:00;;1011162;2026-05-05;2026-05-06;
180033067;50;ZELN;CHIUA;17:03:02;2026-05-08;6350002709;1;9997;;33120;EA;33120;PKG SOLID DEO 2.6 OZ STICK MINTED R3;4500016223;50;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-05-05;;CHIUA;2026-06-03 00:00:00;;1011162;2026-05-05;2026-05-06;
180033067;60;ZELN;CHIUA;17:03:02;2026-05-08;6350002710;1;9997;;41400;EA;41400;PKG SOLID DEO 2.6 OZ STICK POWDER R3;4500016223;60;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-05-05;;CHIUA;2026-06-03 00:00:00;;1011162;2026-05-05;2026-05-06;
180033067;70;ZELN;CHIUA;17:03:02;2026-05-08;6350042111;1;9997;;115920;EA;115920;PKG SOLID DEO 2.6 OZ STICK VANILLA B;4500016223;70;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-05-05;;CHIUA;2026-06-03 00:00:00;;1011162;2026-05-05;2026-05-06;
180033067;80;ZELN;CHIUA;17:03:02;2026-05-08;63500109;1;9997;;33120;EA;33120;PKG SOLID PLUG 2.6 OZ MANDO GENERIC H;4500016223;100;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-05-05;;CHIUA;2026-06-03 00:00:00;;1011162;2026-05-05;2026-05-06;
180033068;10;ZELN;CHIUA;17:04:31;2026-05-08;6350064727;1;9997;;66240;EA;66240;PKG MANDO AP SOLID 2.6OZ CEDAR GROVE R1;4500016260;10;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-05-07;EXW;CHIUA;2026-06-03 00:00:00;;1011162;2026-05-07;2026-05-30;
180033068;20;ZELN;CHIUA;17:04:31;2026-05-08;63500109;1;9997;;66240;EA;66240;PKG SOLID PLUG 2.6 OZ MANDO GENERIC H;4500016260;20;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-05-07;EXW;CHIUA;2026-06-03 00:00:00;;1011162;2026-05-07;2026-05-30;
180033068;30;ZELN;CHIUA;17:04:31;2026-05-08;6350002299;1;9997;;140760;EA;140760;PKG DEO SOLID 2.6OZ STICK PLUG;4500016260;50;109;A;C;C;C;C;C;C;A;9997;ZEL;2026-05-07;EXW;CHIUA;2026-06-03 00:00:00;;1011162;2026-05-07;2026-05-30;
180033088;10;ZELN;SAP_WFRT;04:05:11;2026-05-11;9050099302;1001;7101;171A;43200;EA;43200;H '25 TRUMAN PACK G2++ EMBER NA RTL;4500016101;10;109;A;C;C;C;C;C;C;A;7101;ZEL;2026-06-29;EXW;;00:00:00;ZIMUXIA8556780;1001040;2026-05-08;;2114047481
180033093;10;ELN;CHIUA;13:58:05;2026-05-11;9150240301;6002;7816;178A;3640;EA;3640;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-08;DAP;CHIUA;2026-05-11 00:00:00;;1003563;2026-05-08;2026-05-08;
180033094;10;ELN;CHIUA;13:58:53;2026-05-11;9150240301;6002;7816;178A;3640;EA;3640;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-08;DAP;CHIUA;2026-05-11 00:00:00;;1003563;2026-05-08;2026-05-08;3100669
180033095;10;ELN;CHIUA;13:59:26;2026-05-11;9150240301;6002;7816;178A;2520;EA;2520;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-08;DAP;CHIUA;2026-05-11 00:00:00;;1003563;2026-05-08;2026-05-08;3100673
180033096;10;ELN;CHIUA;14:47:10;2026-05-11;9150240301;6002;7816;178A;1120;EA;1120;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-09;DAP;CHIUA;2026-05-11 00:00:00;;1003563;2026-05-09;2026-05-09;3100667
180033097;10;ZELN;SAP_WFRT;15:15:06;2026-05-11;9050061510;4001;1787;178A;6000;EA;6000;BODY WASH 8.5 OZ TUBE POWDER;4500015509;20;109;C;C;C;C;C;C;C;C;1787;ZEL;2026-05-07;EXW;BLANTOS;2026-05-11 00:00:00;99995054;1000776;2026-05-08;2026-05-11;3949
180033112;10;ELN;CHIUA;14:01:31;2026-05-12;9150240301;6002;7816;178A;3920;EA;3920;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-11;DAP;CHIUA;2026-05-12 00:00:00;;1003563;2026-05-11;2026-05-11;3098949
180033113;10;ELN;CHIUA;14:02:11;2026-05-12;9150240301;6002;7816;178A;3080;EA;3080;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-11;DAP;CHIUA;2026-05-12 00:00:00;;1003563;2026-05-11;2026-05-11;3108411
180033115;10;ZELN;SAP_WFRT;14:05:11;2026-05-12;9050013401;1001;9999;171A;540000;EA;540000;G2++ SINGLE BLADES WITH COVER;4500016412;10;109;A;C;C;C;C;C;C;A;9999;ZEL;2026-05-10;EXW;SAP_WFRT;2026-05-12 00:00:00;XMN5377661;1000026;2026-05-11;;0049017144
180033116;10;ZELN;SAP_WFRT;14:05:17;2026-05-12;9050013404;1001;9998;111A;27000;EA;27000;4CT BLADE PACK - G2++;4500016415;10;109;A;C;C;C;C;C;C;A;9998;ZEL;2026-05-11;EXW;SAP_WFRT;2026-05-12 00:00:00;XMN5377661;1000026;2026-05-11;;0049017146
180033117;10;ZELN;SAP_WFRT;14:05:22;2026-05-12;9050013401;1001;9998;111A;54000;EA;54000;G2++ SINGLE BLADES WITH COVER;4500016413;10;109;A;C;C;C;C;C;C;A;9998;ZEL;2026-05-11;EXW;SAP_WFRT;2026-05-12 00:00:00;XMN5377661;1000026;2026-05-11;;0049017145
180033118;10;ZELN;SAP_WFRT;14:05:28;2026-05-12;9200002301;1001;9999;171A;225000;EA;225000;H '24 G3 PLUS CARTRIDGE W/ PROT CAP;4500016389;10;109;A;C;C;C;C;C;C;A;9999;ZEL;2026-05-10;EXW;SAP_WFRT;2026-05-12 00:00:00;XMN5377661;1000026;2026-05-11;;0049017148
180033120;10;ZELN;SAP_WFRT;14:05:40;2026-05-12;9200001301;1001;9999;171A;54000;EA;54000;F '23 PUBIC SINGLE BLADES W/ COVER G2++;4500016472;10;109;A;C;C;C;C;C;C;A;9999;ZEL;2026-05-10;EXW;SAP_WFRT;2026-05-12 00:00:00;XMN5377661;1000026;2026-05-11;;0049017147
180033121;10;ELN;CHIUA;14:08:55;2026-05-12;9150240301;6002;7815;178A;5040;EA;5040;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016747;10;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-11;DAP;CHIUA;2026-05-12 00:00:00;;1003563;2026-05-11;2026-05-11;3107479
180033123;10;ELN;CHIUA;14:09:25;2026-05-12;9150240301;6002;7815;178A;5600;EA;5600;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016747;10;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-11;DAP;CHIUA;2026-05-12 00:00:00;;1003563;2026-05-11;2026-05-11;3107582
180033129;10;ZELN;CHIUA;19:12:31;2026-05-12;6350074401;1;9997;;82800;EA;82800;ASSEMBLY, LUME 2.65OZ, SPICED SANDALWOOD;4500016261;10;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-05-13;EXW;CHIUA;2026-06-01 00:00:00;;1011162;2026-05-13;2026-05-21;
180033129;20;ZELN;CHIUA;19:12:31;2026-05-12;6350074301;1;9997;;86940;EA;86940;ASSEMBLY, LUME 2.65OZ, MOONLIGHT AMBER;4500016261;20;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-05-13;EXW;CHIUA;2026-06-01 00:00:00;;1011162;2026-05-13;2026-05-21;
180033129;30;ZELN;CHIUA;19:12:31;2026-05-12;6350074201;1;9997;;33120;EA;33120;ASSEMBLY, LUME 2.65OZ, VANILLA CASHMERE;4500016261;30;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-05-13;EXW;CHIUA;2026-06-01 00:00:00;;1011162;2026-05-13;2026-05-21;
180033129;40;ZELN;CHIUA;19:12:31;2026-05-12;6350002299;1;9997;;207000;EA;207000;PKG DEO SOLID 2.6OZ STICK PLUG;4500016261;40;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-05-13;EXW;CHIUA;2026-06-01 00:00:00;;1011162;2026-05-13;2026-05-21;
180033132;10;ZELN;SAP_WFRT;23:50:05;2026-05-12;9050126101;6002;1786;178A;21834;EA;21834;LUME DEO WIPES 45COUNT POUCH SOFT POWDER;4500015783;40;109;C;C;C;C;C;C;C;C;1786;ZEL;2026-05-11;EXW;BLANTOS;2026-05-19 00:00:00;SO#1405102;1010091;2026-05-12;2026-05-19;174
180033137;10;ELN;CHIUA;13:56:56;2026-05-13;9150240301;6002;7816;178A;4760;EA;4760;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-12;DAP;CHIUA;2026-05-13 00:00:00;;1003563;2026-05-12;2026-05-12;3108392
180033138;10;ELN;CHIUA;13:57:28;2026-05-13;9150240301;6002;7816;178A;2240;EA;2240;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-12;DAP;CHIUA;2026-05-13 00:00:00;;1003563;2026-05-12;2026-05-12;3108411
180033139;10;ELN;CHIUA;13:59:26;2026-05-13;9150240301;6002;7815;178A;2240;EA;2240;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016747;10;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-12;DAP;CHIUA;2026-05-13 00:00:00;;1003563;2026-05-12;2026-05-12;3107585
180033141;10;ELN;CHIUA;14:00:00;2026-05-13;9150240301;6002;7815;178A;2240;EA;2240;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016747;10;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-12;DAP;CHIUA;2026-05-13 00:00:00;;1003563;2026-05-12;2026-05-12;3110218
180033142;10;ELN;CHIUA;14:00:33;2026-05-13;9150240301;6002;7815;178A;1680;EA;1680;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016747;10;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-12;DAP;CHIUA;2026-05-13 00:00:00;;1003563;2026-05-12;2026-05-12;3110459
180033152;10;ZELN;CHIUA;18:40:42;2026-05-13;6350002703;1;9997;;53820;EA;53820;PKG SOLID DEO 2.6 OZ STICK TANGERINE R3;4500016260;30;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-05-13;EXW;CHIUA;2026-06-01 00:00:00;;1011162;2026-05-13;2026-05-15;
180033152;20;ZELN;CHIUA;18:40:42;2026-05-13;6350002701;1;9997;;86940;EA;86940;PKG SOLID DEO 2.6 OZ STICK UNSCENTED R3;4500016260;40;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-05-13;EXW;CHIUA;2026-06-01 00:00:00;;1011162;2026-05-13;2026-05-15;
180033153;10;ZELN;CHIUA;18:41:58;2026-05-13;6350064411;1;9997;;37260;EA;37260;PKG LUME AP SOLID 2.6OZ VANILLA R1;4500016223;110;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-05-13;;CHIUA;2026-06-01 00:00:00;;1011162;2026-05-13;2026-05-15;
180033153;20;ZELN;CHIUA;18:41:58;2026-05-13;6350065731;1;9997;;49680;EA;49680;PKG LUME AP SOLID 2.6OZ FRESH SPRING;4500016223;120;109;C;C;C;C;C;C;C;C;9997;ZEL;2026-05-13;;CHIUA;2026-06-01 00:00:00;;1011162;2026-05-13;2026-05-15;
