delivery;item;item_category;created_by;time;created_on;material;material_group;plant;storage_location;delivery_quantity;base_unit_of_measure;actual_delivery_qty;item_description;reference_document;reference_item;movement_type;overall_status;item_1;billing_item;packing_item;picking_putaway_item;delivery_item;goods_mvt_item;goods_movement_status;shipping_point_receiving_pt;delivery_type;delivery_date;incoterms;changed_by;changed_on;bill_of_lading;supplier;document_date;act_goods_movement_date;external_delivery_id
180033222;60;ELN;BATCH_USER;19:25:43;2026-05-15;9050093501;3003;1714;171A;4800;EA;4800;H '25 HAIR PUTTY 2.5OZ US;4500017187;60;101;C;C;C;C;C;C;C;C;1714;EL;2026-05-15;EXW;CHIUA;2026-05-20 00:00:00;553650073;1711;2026-05-15;2026-05-19;0080196245
180033237;10;ZELN;SAP_WFRT;07:15:05;2026-05-18;9050076702;1007;7101;171A;12096;EA;12096;F' ND DERMAPLANE RETAIL HANDLE, US;4500016518;10;109;A;C;C;C;C;C;C;A;7101;ZEL;2026-07-19;EXW;SAP_WFRT;2026-05-18 00:00:00;SZCHI5411908;1010267;2026-05-18;;77
180033238;10;ELN;CHIUA;13:58:15;2026-05-18;9150240301;6002;7816;178A;7280;EA;7280;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-16;DAP;CHIUA;2026-05-18 00:00:00;;1003563;2026-05-16;2026-05-16;3108385
180033239;10;ELN;CHIUA;13:59:16;2026-05-18;9150240301;6002;7816;178A;3920;EA;3920;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-15;DAP;CHIUA;2026-05-18 00:00:00;;1003563;2026-05-15;2026-05-15;3108412
180033240;10;ELN;CHIUA;13:59:47;2026-05-18;9150240301;6002;7816;178A;5320;EA;5320;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-16;DAP;CHIUA;2026-05-18 00:00:00;;1003563;2026-05-16;2026-05-16;3108413
180033241;10;ELN;CHIUA;14:02:44;2026-05-18;9150240301;6002;7815;178A;5880;EA;5880;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016747;10;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-15;DAP;CHIUA;2026-05-18 00:00:00;;1003563;2026-05-15;2026-05-15;3112387
180033242;10;ELN;CHIUA;14:03:22;2026-05-18;9150240301;6002;7815;178A;6720;EA;6720;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016747;10;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-15;DAP;CHIUA;2026-05-18 00:00:00;;1003563;2026-05-15;2026-05-15;3112388
180033249;10;ZELN;CHIUA;20:34:24;2026-05-18;9050058308;6002;7803;178A;20214;EA;20214;DEO WIPES 45 COUNT POUCH CUCUMBER;4500015970;40;109;C;C;C;C;C;C;C;C;7803;ZEL;2026-05-12;EXW;FINERB;2026-05-19 00:00:00;;1010091;2026-05-12;2026-05-18;
180033259;10;ZELN;SAP_WFRT;07:25:05;2026-05-19;9050033201;1002;7101;171A;26208;EA;26208;DISPOSABLES 4CT (RED, DKBLU, LTBLU,GRN);4500016466;10;109;A;C;C;C;C;C;C;A;7101;ZEL;2026-07-19;EXW;;00:00:00;VNCHI5409006;1009089;2026-05-19;;147
180033260;10;ZELN;SAP_WFRT;07:25:11;2026-05-19;9050033201;1002;7101;171A;26208;EA;26208;DISPOSABLES 4CT (RED, DKBLU, LTBLU,GRN);4500016466;10;109;A;C;C;C;C;C;C;A;7101;ZEL;2026-07-19;EXW;;00:00:00;VNCHI5409006;1009089;2026-05-19;;146
180033263;10;ZELN;SAP_WFRT;14:05:05;2026-05-19;9200000504;1001;9999;171A;1440000;EA;1440000;5 BLADE G2 HOUSING;4500016409;10;109;A;C;C;C;C;C;C;A;9999;ZEL;2026-05-18;EXW;SAP_WFRT;2026-05-19 00:00:00;NYC5377665;1000026;2026-05-19;;0049017159
180033264;10;ZELN;SAP_WFRT;14:05:11;2026-05-19;9200000503;1001;9999;171A;1440000;EA;1440000;5 BLADE G2 FRAME;4500016408;10;109;A;C;C;C;C;C;C;A;9999;ZEL;2026-05-18;EXW;SAP_WFRT;2026-05-19 00:00:00;NYC5377665;1000026;2026-05-19;;0049017157
180033265;10;ZELN;SAP_WFRT;14:05:16;2026-05-19;9050013402;1001;1714;171A;96000;EA;96000;2CT BLADE PACK - G2++;4500016399;10;109;C;C;C;C;C;C;C;C;1714;ZEL;2026-05-18;EXW;SAP_WFRT;2026-06-17 00:00:00;CHI5377663;1000026;2026-05-19;2026-06-17;0049017155
180033266;10;ZELN;SAP_WFRT;14:05:22;2026-05-19;9050013404;1001;1714;171A;270000;EA;270000;4CT BLADE PACK - G2++;4500016388;10;109;C;C;C;C;C;C;C;C;1714;ZEL;2026-05-18;EXW;SAP_WFRT;2026-06-17 00:00:00;CHI5377663;1000026;2026-05-19;2026-06-17;0049017154
180033267;10;ZELN;SAP_WFRT;14:05:28;2026-05-19;9050013404;1001;1722;171A;360000;EA;360000;4CT BLADE PACK - G2++;4500016378;10;109;A;C;C;C;C;C;C;A;1722;ZEL;2026-05-19;EXW;SAP_WFRT;2026-05-19 00:00:00;NYC5377662;1000026;2026-05-20;;0049017161
180033268;10;ZELN;SAP_WFRT;14:05:33;2026-05-19;9200002301;1001;1714;171A;75000;EA;75000;H '24 G3 PLUS CARTRIDGE W/ PROT CAP;4500016391;10;109;C;C;C;C;C;C;C;C;1714;ZEL;2026-05-18;EXW;SAP_WFRT;2026-06-17 00:00:00;CHI5377663;1000026;2026-05-19;2026-06-17;0049017156
180033269;10;ZELN;SAP_WFRT;14:05:39;2026-05-19;9200000504;1001;9999;171A;60000;EA;60000;5 BLADE G2 HOUSING;4500016409;10;109;A;C;C;C;C;C;C;A;9999;ZEL;2026-05-18;EXW;SAP_WFRT;2026-05-19 00:00:00;NYC5377665;1000026;2026-05-19;;0049017158
180033273;10;ELN;CHIUA;14:24:40;2026-05-19;9150240301;6002;7816;178A;6720;EA;6720;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-18;DAP;CHIUA;2026-05-19 00:00:00;;1003563;2026-05-18;2026-05-18;3108409
180033274;10;ELN;CHIUA;14:25:15;2026-05-19;9150240301;6002;7816;178A;5600;EA;5600;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-18;DAP;CHIUA;2026-05-19 00:00:00;;1003563;2026-05-18;2026-05-18;3108410
180033275;10;ELN;CHIUA;14:25:51;2026-05-19;9150240301;6002;7816;178A;5040;EA;5040;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-18;DAP;CHIUA;2026-05-19 00:00:00;;1003563;2026-05-18;2026-05-18;3115624
180033276;10;ELN;CHIUA;14:27:29;2026-05-19;9150240301;6002;7815;178A;6720;EA;6720;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016747;10;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-18;DAP;CHIUA;2026-05-19 00:00:00;;1003563;2026-05-18;2026-05-18;3112386
180033277;10;ELN;CHIUA;14:28:03;2026-05-19;9150240301;6002;7815;178A;8960;EA;8960;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016747;10;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-18;DAP;CHIUA;2026-05-19 00:00:00;;1003563;2026-05-18;2026-05-18;3112391
180033279;10;ZELN;SAP_WFRT;15:35:05;2026-05-19;9050059002;6002;1786;178A;7680;EA;7680;SOLID DEO 2.6OZ STICK LAVENDER;4500016175;180;109;C;C;C;C;C;C;C;C;1786;ZEL;2026-05-17;EXW;BLANTOS;2026-05-20 00:00:00;2146874;1010837;2026-05-18;2026-05-20;2605SDH00089525
180033282;10;ZELN;SAP_WFRT;16:05:17;2026-05-19;9050059002;6002;1787;178A;20304;EA;20304;SOLID DEO 2.6OZ STICK LAVENDER;4500016175;50;109;C;C;C;C;C;C;C;C;1787;ZEL;2026-05-17;EXW;BLANTOS;2026-05-20 00:00:00;2146874;1010837;2026-05-18;2026-05-20;2605SDH00089526
180033292;10;ELN;SAP_WFRT;19:04:07;2026-05-19;9150240301;6002;7815;178A;4040;EA;4040;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016747;10;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-18;DAP;SAP_WFRT;2026-05-19 00:00:00;99999999;1003563;2026-05-19;2026-05-19;3112392
180033293;10;ELN;SAP_WFRT;19:04:08;2026-05-19;9150240301;6002;7815;178A;3240;EA;3240;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016747;10;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-18;DAP;SAP_WFRT;2026-05-19 00:00:00;99999999;1003563;2026-05-19;2026-05-19;3112392
180033298;10;ELN;SAP_WFRT;21:19:31;2026-05-19;9150240301;6002;7816;178A;3360;EA;3360;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-18;DAP;SAP_WFRT;2026-05-19 00:00:00;99999999;1003563;2026-05-19;2026-05-19;3115623
180033299;10;ELN;SAP_WFRT;21:33:34;2026-05-19;9150240301;6002;7816;178A;280;EA;280;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-18;DAP;SAP_WFRT;2026-05-19 00:00:00;99999999;1003563;2026-05-19;2026-05-19;3115626
180033301;10;ELN;SIDDIQZ;22:00:17;2026-05-19;9150240301;6002;7816;178A;2240;EA;2240;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-19;DAP;SIDDIQZ;2026-05-19 00:00:00;99999999;1003563;2026-05-19;2026-05-19;3115623
180033302;10;ELN;SIDDIQZ;22:00:17;2026-05-19;9150240301;6002;7816;178A;1960;EA;1960;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-19;DAP;SIDDIQZ;2026-05-19 00:00:00;99999999;1003563;2026-05-19;2026-05-19;3115623
180033303;10;ELN;SIDDIQZ;22:00:17;2026-05-19;9150240301;6002;7816;178A;2800;EA;2800;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-19;DAP;SIDDIQZ;2026-05-19 00:00:00;99999999;1003563;2026-05-19;2026-05-19;3115626
180033304;10;ELN;SIDDIQZ;22:00:18;2026-05-19;9150240301;6002;7816;178A;3920;EA;3920;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-19;DAP;SIDDIQZ;2026-05-19 00:00:00;99999999;1003563;2026-05-19;2026-05-19;3115626
180033312;10;ELN;SAP_WFRT;04:04:12;2026-05-20;9150240301;6002;7815;178A;1960;EA;1960;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016747;10;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-19;DAP;SAP_WFRT;2026-05-20 00:00:00;99999999;1003563;2026-05-20;2026-05-20;3112393
180033313;10;ZELN;SAP_WFRT;04:05:05;2026-05-20;9050099303;1001;7101;171A;39960;EA;39960;H '25 TRUMAN PACK G2++ OCEAN NA RTL;4500016102;10;109;A;C;C;C;C;C;C;A;7101;ZEL;2026-06-29;EXW;;00:00:00;XM12604AYFH3;1001040;2026-05-19;;2114047534
180033314;10;ZELN;SAP_WFRT;04:05:11;2026-05-20;9200004701;1001;9999;171A;36720;EA;36720;H '25 BULK HNDLE W CART G3 BLACK RETAIL;4500016437;10;109;A;C;C;C;C;C;C;A;9999;ZEL;2026-07-09;EXW;;00:00:00;XM12604AYFH3;1001040;2026-05-19;;2114047538
180033314;20;ZELN;SAP_WFRT;04:05:11;2026-05-20;9200004704;1001;9999;171A;24480;EA;24480;H '25 BULK HNDLE W CART G3 RED RETAIL;4500016440;10;109;A;C;C;C;C;C;C;A;9999;ZEL;2026-07-09;EXW;;00:00:00;XM12604AYFH3;1001040;2026-05-19;;2114047538
180033315;10;ZELN;SAP_WFRT;04:05:16;2026-05-20;9050077909;1001;7101;171A;2808;EA;2808;F '26 HANDLE PINK US RTL - 1CT;4500016461;10;109;A;C;C;C;C;C;C;A;7101;ZEL;2026-07-19;EXW;;00:00:00;XM12604AYFH3;1001040;2026-05-19;;2114047535
180033316;10;ZELN;SAP_WFRT;04:05:22;2026-05-20;9050067909;1001;7101;171A;37440;EA;37440;F '26 HANDLE PINK US RTL;4500016460;10;109;A;C;C;C;C;C;C;A;7101;ZEL;2026-07-19;EXW;;00:00:00;XM12604AYFH3;1001040;2026-05-19;;2114047536
180033317;10;ZELN;SAP_WFRT;04:05:28;2026-05-20;9050067909;1001;7101;171A;18720;EA;18720;F '26 HANDLE PINK US RTL;4500016460;10;109;A;C;C;C;C;C;C;A;7101;ZEL;2026-07-19;EXW;;00:00:00;XM12604AYFH3;1001040;2026-05-19;;2114047537
180033318;10;ZELN;SAP_WFRT;04:05:33;2026-05-20;9050109501;1005;1734;171A;64512;EA;64512;H '25 TRAVEL BLADE COVER;4500016429;10;109;A;C;C;C;C;C;C;A;1734;ZEL;2026-07-09;EXW;SAP_WFRT;2026-05-20 00:00:00;XM12604AYFH3;1001040;2026-05-19;;2114047539
180033319;10;ELN;SIDDIQZ;05:00:10;2026-05-20;9150240301;6002;7815;178A;1960;EA;1960;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016747;10;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-20;DAP;SIDDIQZ;2026-05-20 00:00:00;99999999;1003563;2026-05-20;2026-05-20;3112393
180033320;10;ZELN;SAP_WFRT;06:10:05;2026-05-20;9050088703;1001;7101;171A;20160;EA;20160;F '25 MOISTURE+ PACK FIG US RTL;4500016034;10;109;A;C;C;C;C;C;C;A;7101;ZEL;2026-06-21;EXW;;00:00:00;VNCHI5414462;1009089;2026-05-20;;148
180033321;10;ELN;SAP_WFRT;07:32:49;2026-05-20;9150240301;6002;7816;178A;1680;EA;1680;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-19;DAP;SAP_WFRT;2026-05-20 00:00:00;99999999;1003563;2026-05-20;2026-05-20;3115625
180033322;10;ELN;SIDDIQZ;08:00:14;2026-05-20;9150240301;6002;7816;178A;3360;EA;3360;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-20;DAP;SIDDIQZ;2026-05-20 00:00:00;99999999;1003563;2026-05-20;2026-05-20;3115625
180033323;10;ELN;SIDDIQZ;08:00:15;2026-05-20;9150240301;6002;7816;178A;3640;EA;3640;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-20;DAP;SIDDIQZ;2026-05-20 00:00:00;99999999;1003563;2026-05-20;2026-05-20;3115625
180033325;10;ZELN;TEST_PEOUM;13:11:42;2026-05-20;9050058208;6002;1787;178A;100032;EA;100032;DEO WIPES 15 COUNT POUCH CUCUMBER;4500015970;20;109;C;C;C;C;C;C;C;C;1787;ZEL;2026-05-20;EXW;BLANTOS;2026-05-20 00:00:00;;1010091;2026-05-20;2026-05-19;
180033326;10;ZELN;TEST_PEOUM;13:12:23;2026-05-20;9050058208;6002;1787;178A;80064;EA;80064;DEO WIPES 15 COUNT POUCH CUCUMBER;4500015970;20;109;C;C;C;C;C;C;C;C;1787;ZEL;2026-05-20;EXW;BLANTOS;2026-05-20 00:00:00;;1010091;2026-05-20;2026-05-19;
180033328;10;ZELN;SAP_WFRT;14:05:06;2026-05-20;9200002301;1001;1722;171A;75000;EA;75000;H '24 G3 PLUS CARTRIDGE W/ PROT CAP;4500016390;10;109;A;C;C;C;C;C;C;A;1722;ZEL;2026-05-19;EXW;SAP_WFRT;2026-05-20 00:00:00;NYC5377662;1000026;2026-05-20;;0049017164
180033329;10;ZELN;SAP_WFRT;14:05:11;2026-05-20;9050116404;1001;1722;171A;37800;EA;37800;H '25 G3 PLUS CARTRIDGE DISPENSER 4CT;4500016392;10;109;A;C;C;C;C;C;C;A;1722;ZEL;2026-05-19;EXW;SAP_WFRT;2026-05-20 00:00:00;NYC5377662;1000026;2026-05-20;;0049017163
180033330;10;ZELN;SAP_WFRT;14:05:17;2026-05-20;9050013404;1001;1722;171A;117000;EA;117000;4CT BLADE PACK - G2++;4500016378;10;109;A;C;C;C;C;C;C;A;1722;ZEL;2026-05-19;EXW;SAP_WFRT;2026-05-20 00:00:00;NYC5377662;1000026;2026-05-20;;0049017162
180033331;10;ZELN;SAP_WFRT;14:05:22;2026-05-20;9050013402;1001;1722;171A;24000;EA;24000;2CT BLADE PACK - G2++;4500016379;10;109;A;C;C;C;C;C;C;A;1722;ZEL;2026-05-19;EXW;SAP_WFRT;2026-05-20 00:00:00;NYC5377662;1000026;2026-05-20;;0049017165
180033340;10;ELN;SAP_WFRT;18:55:10;2026-05-20;9150240301;6002;7815;178A;179;EA;179;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016747;10;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-19;DAP;SAP_WFRT;2026-05-20 00:00:00;99999999;1003563;2026-05-20;2026-05-20;3112394
180033341;10;ELN;SAP_WFRT;18:55:12;2026-05-20;9150240301;6002;7815;178A;1025;EA;1025;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016747;10;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-19;DAP;SAP_WFRT;2026-05-20 00:00:00;99999999;1003563;2026-05-20;2026-05-20;3112394
180033342;10;ELN;SIDDIQZ;19:00:16;2026-05-20;9150240301;6002;7815;178A;8036;EA;8036;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016747;10;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-20;DAP;SIDDIQZ;2026-05-20 00:00:00;99999999;1003563;2026-05-20;2026-05-20;3112394
180033356;10;ZELN;SAP_WFRT;20:35:05;2026-05-20;9050061501;4001;1786;178A;8064;EA;8064;BODY WASH 8.5OZ TUBE UNSCENTED;4500015761;70;109;C;C;C;C;C;C;C;C;1786;ZEL;2026-05-19;EXW;BLANTOS;2026-06-01 00:00:00;2150675;1010837;2026-05-20;2026-05-21;2605SDH00089542
180033356;20;ZELN;SAP_WFRT;20:35:05;2026-05-20;9050061603;4001;1786;178A;15228;EA;15228;BODY WASH 8.5OZ TUBE TANGERINE;4500015761;20;109;C;C;C;C;C;C;C;C;1786;ZEL;2026-05-19;EXW;BLANTOS;2026-06-01 00:00:00;2150675;1010837;2026-05-20;2026-05-21;2605SDH00089542
180033357;10;ZELN;SAP_WFRT;20:35:11;2026-05-20;9050061603;4001;1787;178A;10080;EA;10080;BODY WASH 8.5OZ TUBE TANGERINE;4500015761;80;109;A;C;C;C;C;C;C;A;1787;ZEL;2026-05-19;EXW;;00:00:00;2150675;1010837;2026-05-20;;2605SDH00089544
180033359;10;ELN;SAP_WFRT;21:27:59;2026-05-20;9150240301;6002;7816;178A;1680;EA;1680;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-19;DAP;SAP_WFRT;2026-05-20 00:00:00;99999999;1003563;2026-05-20;2026-05-20;3115641
180033360;10;ZELN;SAP_WFRT;21:35:05;2026-05-20;9050062405;4001;1786;178A;4656;EA;4656;BODY WASH 8.5OZ TUBE PEONY;4500016017;40;109;C;C;C;C;C;C;C;C;1786;ZEL;2026-05-19;EXW;BLANTOS;2026-05-21 00:00:00;2150675;1010837;2026-05-20;2026-05-21;2605SDH00089546
180033361;10;ZELN;SAP_WFRT;21:35:06;2026-05-20;9050061704;4001;1787;178A;4116;EA;4116;BODY WASH 8.5OZ TUBE COCONUT;4500016018;40;109;C;C;C;C;C;C;C;C;1787;ZEL;2026-05-19;EXW;BLANTOS;2026-05-21 00:00:00;2150675;1010837;2026-05-20;2026-05-21;2605SDH00089545
180033362;10;ZELN;SAP_WFRT;21:35:12;2026-05-20;9050061501;4001;1787;178A;31212;EA;31212;BODY WASH 8.5OZ TUBE UNSCENTED;4500015761;10;109;C;C;C;C;C;C;C;C;1787;ZEL;2026-05-19;EXW;BLANTOS;2026-06-01 00:00:00;2150666;1010837;2026-05-20;2026-05-22;2605SDH00089548
180033363;10;ZELN;SAP_WFRT;21:35:17;2026-05-20;9050062405;4001;1786;178A;10080;EA;10080;BODY WASH 8.5OZ TUBE PEONY;4500016017;40;109;C;C;C;C;C;C;C;C;1786;ZEL;2026-05-19;EXW;BLANTOS;2026-05-21 00:00:00;2150675;1010837;2026-05-20;2026-05-21;2605SDH00089547
180033364;10;ZELN;SAP_WFRT;21:35:23;2026-05-20;9050061704;4001;1787;178A;10080;EA;10080;BODY WASH 8.5OZ TUBE COCONUT;4500016018;40;109;C;C;C;C;C;C;C;C;1787;ZEL;2026-05-19;EXW;BLANTOS;2026-05-26 00:00:00;2150666;1010837;2026-05-20;2026-05-22;2605SDH00089549
180033364;20;ZELN;SAP_WFRT;21:35:23;2026-05-20;9050064924;4001;1787;178A;15360;EA;15360;MANDO BODY WASH 8.5 OZ BOURBON;4500016018;60;109;C;C;C;C;C;C;C;C;1787;ZEL;2026-05-19;EXW;BLANTOS;2026-05-26 00:00:00;2150666;1010837;2026-05-20;2026-05-22;2605SDH00089549
180033366;10;ELN;SIDDIQZ;22:00:17;2026-05-20;9150240301;6002;7816;178A;6440;EA;6440;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-20;DAP;SIDDIQZ;2026-05-20 00:00:00;99999999;1003563;2026-05-20;2026-05-20;3115641
180033368;10;ELN;SAP_WFRT;04:04:57;2026-05-21;9150240301;6002;7815;178A;7000;EA;7000;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016747;10;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-20;DAP;SAP_WFRT;2026-05-21 00:00:00;99999999;1003563;2026-05-21;2026-05-21;3112395
180033369;10;ELN;SAP_WFRT;06:26:22;2026-05-21;9150240301;6002;7816;178A;1680;EA;1680;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-20;DAP;SAP_WFRT;2026-05-21 00:00:00;99999999;1003563;2026-05-21;2026-05-21;3115640
180033370;10;ELN;SAP_WFRT;06:26:24;2026-05-21;9150240301;6002;7816;178A;1960;EA;1960;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-20;DAP;SAP_WFRT;2026-05-21 00:00:00;99999999;1003563;2026-05-21;2026-05-21;3115640
180033371;10;ELN;SIDDIQZ;07:00:13;2026-05-21;9150240301;6002;7816;178A;2800;EA;2800;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-21;DAP;SIDDIQZ;2026-05-21 00:00:00;99999999;1003563;2026-05-21;2026-05-21;3115640
180033372;10;ELN;SIDDIQZ;07:00:14;2026-05-21;9150240301;6002;7816;178A;280;EA;280;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-21;DAP;SIDDIQZ;2026-05-21 00:00:00;99999999;1003563;2026-05-21;2026-05-21;3115640
180033385;10;ELN;SAP_WFRT;18:47:12;2026-05-21;9150240301;6002;7815;178A;1960;EA;1960;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016747;10;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-20;DAP;SAP_WFRT;2026-05-21 00:00:00;99999999;1003563;2026-05-21;2026-05-21;3112396
180033386;10;ELN;SAP_WFRT;18:47:14;2026-05-21;9150240301;6002;7815;178A;2800;EA;2800;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016747;10;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-20;DAP;SAP_WFRT;2026-05-21 00:00:00;99999999;1003563;2026-05-21;2026-05-21;3112396
180033388;10;ELN;SIDDIQZ;19:00:20;2026-05-21;9150240301;6002;7815;178A;4480;EA;4480;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016747;10;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-21;DAP;SIDDIQZ;2026-05-21 00:00:00;99999999;1003563;2026-05-21;2026-05-21;3112396
180033394;10;ELN;SAP_WFRT;21:00:39;2026-05-21;9150240301;6002;7816;178A;4760;EA;4760;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-20;DAP;SAP_WFRT;2026-05-21 00:00:00;99999999;1003563;2026-05-21;2026-05-21;3108408
180033395;10;ELN;SAP_WFRT;21:04:11;2026-05-21;9150240301;6002;7816;178A;560;EA;560;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-20;DAP;SAP_WFRT;2026-05-21 00:00:00;99999999;1003563;2026-05-21;2026-05-21;3115621
180033396;10;ELN;SAP_WFRT;21:04:15;2026-05-21;9150240301;6002;7816;178A;5320;EA;5320;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-20;DAP;SAP_WFRT;2026-05-21 00:00:00;99999999;1003563;2026-05-21;2026-05-21;3115621
180033402;10;ELN;SIDDIQZ;22:00:17;2026-05-21;9150240301;6002;7816;178A;1960;EA;1960;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016708;20;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-21;DAP;SIDDIQZ;2026-05-21 00:00:00;99999999;1003563;2026-05-21;2026-05-21;3108408
180033405;10;ELN;SAP_WFRT;02:25:53;2026-05-22;9150240301;6002;7815;178A;560;EA;560;L '26 POWDERSS 2.6OZ 2PK+0.5OZ COSTCO V2;4500016747;10;101;C;C;C;C;C;C;C;C;7815;EL;2026-05-20;DAP;SAP_WFRT;2026-05-22 00:00:00;99999999;1003563;2026-05-21;2026-05-21;3112397
180033406;10;ZELN;SAP_WFRT;04:05:05;2026-05-22;9200004702;1001;1722;171A;67320;EA;67320;H '25 BULK HNDLE W CART G3 BLUE RETAIL;4500016124;10;109;A;C;C;C;C;C;C;A;1722;ZEL;2026-07-09;EXW;SAP_WFRT;2026-05-22 00:00:00;XIA1859746;1001040;2026-05-20;;2114047540
