exception_id;po_number;line_item;material_id;supplier_id;supplier_name;plant;po_qty;open_qty;delivery_date;ibd_qty;chr_status;exception_type;priority;priority_score;panel;recommendation;evidence
1;4500015431;10;6360044101;;Intracompany transfer;1714;2;2;2026-01-09;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015431/10 past due (2026-01-09) � no inbound delivery and no CHR shipment record exists. Escalate to Intracompany transfer immediately.;delivery_date < today AND no IBD AND no CHR match
2;4500015431;20;6360035302;;Intracompany transfer;1714;2;2;2026-01-09;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015431/20 past due (2026-01-09) � no inbound delivery and no CHR shipment record exists. Escalate to Intracompany transfer immediately.;delivery_date < today AND no IBD AND no CHR match
3;4500015463;30;9050096802;1000776;Chemaid Laboratories Inc;7101;132912;76536;2026-06-01;57576;Delivered;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;PO 4500015463/30 delivered per carrier and IBD posted (57576 units). Proceed with GR posting.;"IBD+CHR exist; CHR status=Delivered; quantity reconciles"
4;4500015463;40;9050096802;1000776;Chemaid Laboratories Inc;1712;1200;1200;2026-06-01;632;Delivered;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;PO 4500015463/40 delivered per carrier and IBD posted (632 units). Proceed with GR posting.;"IBD+CHR exist; CHR status=Delivered; quantity reconciles"
5;4500015476;10;9050133701;1013876;COSMEDX BIO LLC;1711;8700;9;2026-04-17;5171;;QTY_MISMATCH;High;3;ACTION_REQUIRED;Qty mismatch on PO 4500015476/10: SAP shows 8691 received but inbound delivery only carries 5171. Investigate short-shipment / data gap.;"IBD exists, no CHR; GR posted (8691) exceeds IBD qty (5171)"
6;4500015488;10;9050103104;1012603;NPI Medical, Inc;1711;22960;2800;2026-02-15;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015488/10 past due (2026-02-15) � no inbound delivery and no CHR shipment record exists. Escalate to NPI Medical, Inc immediately.;delivery_date < today AND no IBD AND no CHR match
7;4500015491;10;9050130301;1013563;Concept Matrix Solutions;1711;50000;50000;2026-05-29;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015491/10 past due (2026-05-29) � no inbound delivery and no CHR shipment record exists. Escalate to Concept Matrix Solutions immediately.;delivery_date < today AND no IBD AND no CHR match
8;4500015492;10;6360044101;1000851;Uline- Chicago;1711;6000;1000;2026-01-09;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015492/10 past due (2026-01-09) � no inbound delivery and no CHR shipment record exists. Escalate to Uline- Chicago immediately.;delivery_date < today AND no IBD AND no CHR match
9;4500015509;50;9050054310;1000776;Chemaid Laboratories Inc;1787;5000;5000;2026-05-08;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015509/50 past due (2026-05-08) � no inbound delivery and no CHR shipment record exists. Escalate to Chemaid Laboratories Inc immediately.;delivery_date < today AND no IBD AND no CHR match
10;4500015510;10;9050097002;1005413;Beauty Manufacturing Solutions Corp;7101;25000;25000;2026-05-04;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015510/10 past due (2026-05-04) � no inbound delivery and no CHR shipment record exists. Escalate to Beauty Manufacturing Solutions Corp immediately.;delivery_date < today AND no IBD AND no CHR match
11;4500015514;10;9050130901;1000776;Chemaid Laboratories Inc;1711;19750;3190;2026-03-03;;Delivered;ASN_ERROR_PENDING;Medium;6;ACTION_REQUIRED;CHR shows PO 4500015514 physically Delivered, but no inbound delivery / 856-ASN has posted in SAP for line 10. Follow up with Chemaid Laboratories Inc / EDI team on ASN status.;CHR status=Delivered, no matching IBD record (ASN/EDI not yet posted)
12;4500015522;10;6350063301;1004443;ONYX PACKAGING CORPORATION;9998;8520;8520;2026-02-27;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015522/10 past due (2026-02-27) � no inbound delivery and no CHR shipment record exists. Escalate to ONYX PACKAGING CORPORATION immediately.;delivery_date < today AND no IBD AND no CHR match
13;4500015524;10;9050092302;1000776;Chemaid Laboratories Inc;7101;59920;59920;2026-06-08;632;Delivered;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;PO 4500015524/10 delivered per carrier and IBD posted (632 units). Proceed with GR posting.;"IBD+CHR exist; CHR status=Delivered; quantity reconciles"
14;4500015538;20;6360043401;1000017;B2B Industrial Products LLC;1711;50000;3000;2026-03-02;;Delivered;ASN_ERROR_PENDING;Medium;6;ACTION_REQUIRED;CHR shows PO 4500015538 physically Delivered, but no inbound delivery / 856-ASN has posted in SAP for line 20. Follow up with B2B Industrial Products LLC / EDI team on ASN status.;CHR status=Delivered, no matching IBD record (ASN/EDI not yet posted)
15;4500015547;10;9050117603;;Intracompany transfer;7814;19104;19104;2026-01-15;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015547/10 past due (2026-01-15) � no inbound delivery and no CHR shipment record exists. Escalate to Intracompany transfer immediately.;delivery_date < today AND no IBD AND no CHR match
16;4500015583;10;9050114301;;Intracompany transfer;1711;2;2;2026-01-26;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015583/10 past due (2026-01-26) � no inbound delivery and no CHR shipment record exists. Escalate to Intracompany transfer immediately.;delivery_date < today AND no IBD AND no CHR match
17;4500015588;10;9050110202;1003563;Menasha Packaging Company;1722;4320;288;2026-04-30;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015588/10 past due (2026-04-30) � no inbound delivery and no CHR shipment record exists. Escalate to Menasha Packaging Company immediately.;delivery_date < today AND no IBD AND no CHR match
18;4500015601;10;9050089903;1003563;Menasha Packaging Company;1722;64800;64800;2026-05-30;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015601/10 past due (2026-05-30) � no inbound delivery and no CHR shipment record exists. Escalate to Menasha Packaging Company immediately.;delivery_date < today AND no IBD AND no CHR match
19;4500015603;10;9050089902;1003563;Menasha Packaging Company;1722;48600;48600;2026-05-30;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015603/10 past due (2026-05-30) � no inbound delivery and no CHR shipment record exists. Escalate to Menasha Packaging Company immediately.;delivery_date < today AND no IBD AND no CHR match
20;4500015606;10;9050089901;1003563;Menasha Packaging Company;1722;43200;43200;2026-05-30;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015606/10 past due (2026-05-30) � no inbound delivery and no CHR shipment record exists. Escalate to Menasha Packaging Company immediately.;delivery_date < today AND no IBD AND no CHR match
21;4500015638;10;9050091702;1010525;KDC Groveport;1711;1920;1920;2026-05-18;1920;In Transit;OVERDUE_IN_TRANSIT;High;4;ACTION_REQUIRED;"PO 4500015638/10 is past due (2026-05-18); inbound delivery posted but carrier still shows 'In Transit'. Expedite with carrier T6013721.";"IBD+CHR exist; CHR status=In Transit; overdue"
22;4500015638;20;9050091702;1010525;KDC Groveport;1712;960;960;2026-05-18;960;In Transit;OVERDUE_IN_TRANSIT;High;4;ACTION_REQUIRED;"PO 4500015638/20 is past due (2026-05-18); inbound delivery posted but carrier still shows 'In Transit'. Expedite with carrier T6013721.";"IBD+CHR exist; CHR status=In Transit; overdue"
23;4500015638;30;9050091702;1010525;KDC Groveport;1714;2880;2880;2026-05-18;2880;In Transit;OVERDUE_IN_TRANSIT;High;4;ACTION_REQUIRED;"PO 4500015638/30 is past due (2026-05-18); inbound delivery posted but carrier still shows 'In Transit'. Expedite with carrier T6013721.";"IBD+CHR exist; CHR status=In Transit; overdue"
24;4500015638;40;9050091702;1010525;KDC Groveport;7101;60492;60492;2026-05-18;60588;In Transit;OVERDUE_IN_TRANSIT;High;4;ACTION_REQUIRED;"PO 4500015638/40 is past due (2026-05-18); inbound delivery posted but carrier still shows 'In Transit'. Expedite with carrier T6013721.";"IBD+CHR exist; CHR status=In Transit; overdue"
25;4500015648;10;6350067301;1002282;Packaging Corp of America;7101;45000;2900;2026-03-20;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015648/10 past due (2026-03-20) � no inbound delivery and no CHR shipment record exists. Escalate to Packaging Corp of America immediately.;delivery_date < today AND no IBD AND no CHR match
26;4500015650;10;6350067501;1002282;Packaging Corp of America;7101;25200;625;2026-02-12;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015650/10 past due (2026-02-12) � no inbound delivery and no CHR shipment record exists. Escalate to Packaging Corp of America immediately.;delivery_date < today AND no IBD AND no CHR match
27;4500015650;20;6350067601;1002282;Packaging Corp of America;7101;4200;150;2026-02-12;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015650/20 past due (2026-02-12) � no inbound delivery and no CHR shipment record exists. Escalate to Packaging Corp of America immediately.;delivery_date < today AND no IBD AND no CHR match
28;4500015651;10;6350067901;1003563;Menasha Packaging Company;7101;262000;23600;2026-03-25;;Delivered;ASN_ERROR_PENDING;Medium;6;ACTION_REQUIRED;CHR shows PO 4500015651 physically Delivered, but no inbound delivery / 856-ASN has posted in SAP for line 10. Follow up with Menasha Packaging Company / EDI team on ASN status.;CHR status=Delivered, no matching IBD record (ASN/EDI not yet posted)
29;4500015673;10;9200004601;1001040;Hi-P Manufacturing Co., Ltd.;9999;18360;18360;2026-05-20;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015673/10 past due (2026-05-20) � no inbound delivery and no CHR shipment record exists. Escalate to Hi-P Manufacturing Co., Ltd. immediately.;delivery_date < today AND no IBD AND no CHR match
30;4500015675;10;9200004604;1001040;Hi-P Manufacturing Co., Ltd.;9999;12240;12240;2026-05-20;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015675/10 past due (2026-05-20) � no inbound delivery and no CHR shipment record exists. Escalate to Hi-P Manufacturing Co., Ltd. immediately.;delivery_date < today AND no IBD AND no CHR match
31;4500015680;10;9200003201;1013720;Hi-P (Thailand) Co., Ltd.;1722;48000;48000;2026-05-10;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015680/10 past due (2026-05-10) � no inbound delivery and no CHR shipment record exists. Escalate to Hi-P (Thailand) Co., Ltd. immediately.;delivery_date < today AND no IBD AND no CHR match
32;4500015681;10;9200003202;1013720;Hi-P (Thailand) Co., Ltd.;1722;64000;64000;2026-05-10;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015681/10 past due (2026-05-10) � no inbound delivery and no CHR shipment record exists. Escalate to Hi-P (Thailand) Co., Ltd. immediately.;delivery_date < today AND no IBD AND no CHR match
33;4500015686;10;9050093102;1004863;Knowlton Development Corporation In;7101;145560;110280;2026-06-26;146376;In Transit;HEALTHY_IN_TRANSIT;Low;9;STATUS_REPORT;"PO 4500015686/10 in transit ('In Transit'); ASN received, GR expected on arrival.";"IBD+CHR exist; CHR status=In Transit; not yet due"
34;4500015695;10;9050013401;1000026;Feintechnik GmbH Eisfeld;9999;270000;270000;2026-05-05;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015695/10 past due (2026-05-05) � no inbound delivery and no CHR shipment record exists. Escalate to Feintechnik GmbH Eisfeld immediately.;delivery_date < today AND no IBD AND no CHR match
35;4500015696;10;9050013401;1000026;Feintechnik GmbH Eisfeld;9998;54000;54000;2026-05-05;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015696/10 past due (2026-05-05) � no inbound delivery and no CHR shipment record exists. Escalate to Feintechnik GmbH Eisfeld immediately.;delivery_date < today AND no IBD AND no CHR match
36;4500015697;10;9050013404;1000026;Feintechnik GmbH Eisfeld;9999;27000;27000;2026-05-15;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015697/10 past due (2026-05-15) � no inbound delivery and no CHR shipment record exists. Escalate to Feintechnik GmbH Eisfeld immediately.;delivery_date < today AND no IBD AND no CHR match
37;4500015707;10;9050013404;1000026;Feintechnik GmbH Eisfeld;1113;9000;9000;2026-04-06;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015707/10 past due (2026-04-06) � no inbound delivery and no CHR shipment record exists. Escalate to Feintechnik GmbH Eisfeld immediately.;delivery_date < today AND no IBD AND no CHR match
38;4500015712;10;9200002301;1000026;Feintechnik GmbH Eisfeld;9999;75000;75000;2026-05-10;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015712/10 past due (2026-05-10) � no inbound delivery and no CHR shipment record exists. Escalate to Feintechnik GmbH Eisfeld immediately.;delivery_date < today AND no IBD AND no CHR match
39;4500015741;40;9050059010;1010837;SV Labs Inc.;7803;120000;30768;2026-05-01;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015741/40 past due (2026-05-01) � no inbound delivery and no CHR shipment record exists. Escalate to SV Labs Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
40;4500015741;50;9050059010;1010837;SV Labs Inc.;1787;20000;20000;2026-05-01;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015741/50 past due (2026-05-01) � no inbound delivery and no CHR shipment record exists. Escalate to SV Labs Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
41;4500015759;10;9050083203;1010837;SV Labs Inc.;1787;15000;15000;2026-04-24;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015759/10 past due (2026-04-24) � no inbound delivery and no CHR shipment record exists. Escalate to SV Labs Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
42;4500015759;20;9050083202;1010837;SV Labs Inc.;1786;15000;15000;2026-04-24;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015759/20 past due (2026-04-24) � no inbound delivery and no CHR shipment record exists. Escalate to SV Labs Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
43;4500015759;30;9050083210;1010837;SV Labs Inc.;1786;15000;15000;2026-04-24;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015759/30 past due (2026-04-24) � no inbound delivery and no CHR shipment record exists. Escalate to SV Labs Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
44;4500015762;60;9050056210;1009986;Apex International Mfg., LLC;1787;10000;10000;2026-04-24;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015762/60 past due (2026-04-24) � no inbound delivery and no CHR shipment record exists. Escalate to Apex International Mfg., LLC immediately.;delivery_date < today AND no IBD AND no CHR match
45;4500015783;50;9050126201;1010091;Diamond Wipes International, Inc;1786;20000;20000;2026-05-08;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015783/50 past due (2026-05-08) � no inbound delivery and no CHR shipment record exists. Escalate to Diamond Wipes International, Inc immediately.;delivery_date < today AND no IBD AND no CHR match
46;4500015784;10;9050126502;1012603;NPI Medical, Inc;1714;2880;2880;2026-03-30;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015784/10 past due (2026-03-30) � no inbound delivery and no CHR shipment record exists. Escalate to NPI Medical, Inc immediately.;delivery_date < today AND no IBD AND no CHR match
47;4500015808;10;9050141501;1005413;Beauty Manufacturing Solutions Corp;7101;9072;9072;2026-06-30;;In Transit;HEALTHY_IN_TRANSIT;Low;9;STATUS_REPORT;"Shipment for PO 4500015808/10 is in transit ('In Transit'); ASN/IBD expected once delivered.";CHR status=In Transit, no IBD yet
48;4500015808;20;9050141501;1005413;Beauty Manufacturing Solutions Corp;1711;11400;11400;2026-06-30;;In Transit;HEALTHY_IN_TRANSIT;Low;9;STATUS_REPORT;"Shipment for PO 4500015808/20 is in transit ('In Transit'); ASN/IBD expected once delivered.";CHR status=In Transit, no IBD yet
49;4500015808;30;9050141501;1005413;Beauty Manufacturing Solutions Corp;1712;4536;4536;2026-06-30;;In Transit;HEALTHY_IN_TRANSIT;Low;9;STATUS_REPORT;"Shipment for PO 4500015808/30 is in transit ('In Transit'); ASN/IBD expected once delivered.";CHR status=In Transit, no IBD yet
50;4500015809;10;9050142802;1005413;Beauty Manufacturing Solutions Corp;1114;12000;12000;2026-06-10;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015809/10 past due (2026-06-10) � no inbound delivery and no CHR shipment record exists. Escalate to Beauty Manufacturing Solutions Corp immediately.;delivery_date < today AND no IBD AND no CHR match
51;4500015813;20;6350005801;1000019;CCL Tube, Inc.;9997;45000;45000;2026-03-31;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015813/20 past due (2026-03-31) � no inbound delivery and no CHR shipment record exists. Escalate to CCL Tube, Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
52;4500015813;30;6350014304;1000019;CCL Tube, Inc.;9997;25000;25000;2026-03-31;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015813/30 past due (2026-03-31) � no inbound delivery and no CHR shipment record exists. Escalate to CCL Tube, Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
53;4500015814;30;6350062710;1000019;CCL Tube, Inc.;9997;35000;35000;2026-03-31;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015814/30 past due (2026-03-31) � no inbound delivery and no CHR shipment record exists. Escalate to CCL Tube, Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
54;4500015815;20;9050054304;1010837;SV Labs Inc.;7803;8328;8328;2026-05-04;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015815/20 past due (2026-05-04) � no inbound delivery and no CHR shipment record exists. Escalate to SV Labs Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
55;4500015823;20;9050057001;1000776;Chemaid Laboratories Inc;1787;15000;15000;2026-06-05;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015823/20 past due (2026-06-05) � no inbound delivery and no CHR shipment record exists. Escalate to Chemaid Laboratories Inc immediately.;delivery_date < today AND no IBD AND no CHR match
56;4500015823;40;9050057003;1000776;Chemaid Laboratories Inc;1787;20000;20000;2026-06-05;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015823/40 past due (2026-06-05) � no inbound delivery and no CHR shipment record exists. Escalate to Chemaid Laboratories Inc immediately.;delivery_date < today AND no IBD AND no CHR match
57;4500015823;60;9050057005;1000776;Chemaid Laboratories Inc;1786;5000;5000;2026-06-05;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015823/60 past due (2026-06-05) � no inbound delivery and no CHR shipment record exists. Escalate to Chemaid Laboratories Inc immediately.;delivery_date < today AND no IBD AND no CHR match
58;4500015823;80;9050057010;1000776;Chemaid Laboratories Inc;1786;10000;10000;2026-06-05;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015823/80 past due (2026-06-05) � no inbound delivery and no CHR shipment record exists. Escalate to Chemaid Laboratories Inc immediately.;delivery_date < today AND no IBD AND no CHR match
59;4500015823;90;9050057010;1000776;Chemaid Laboratories Inc;1787;15000;15000;2026-06-05;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015823/90 past due (2026-06-05) � no inbound delivery and no CHR shipment record exists. Escalate to Chemaid Laboratories Inc immediately.;delivery_date < today AND no IBD AND no CHR match
60;4500015846;10;9050057002;1009986;Apex International Mfg., LLC;1786;15000;15000;2026-04-24;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015846/10 past due (2026-04-24) � no inbound delivery and no CHR shipment record exists. Escalate to Apex International Mfg., LLC immediately.;delivery_date < today AND no IBD AND no CHR match
61;4500015846;20;9050057003;1009986;Apex International Mfg., LLC;1786;10000;10000;2026-04-24;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015846/20 past due (2026-04-24) � no inbound delivery and no CHR shipment record exists. Escalate to Apex International Mfg., LLC immediately.;delivery_date < today AND no IBD AND no CHR match
62;4500015846;30;9050057003;1009986;Apex International Mfg., LLC;1787;5000;5000;2026-04-24;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015846/30 past due (2026-04-24) � no inbound delivery and no CHR shipment record exists. Escalate to Apex International Mfg., LLC immediately.;delivery_date < today AND no IBD AND no CHR match
63;4500015846;40;9050057004;1009986;Apex International Mfg., LLC;1786;5000;5000;2026-04-24;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015846/40 past due (2026-04-24) � no inbound delivery and no CHR shipment record exists. Escalate to Apex International Mfg., LLC immediately.;delivery_date < today AND no IBD AND no CHR match
64;4500015846;50;9050057004;1009986;Apex International Mfg., LLC;1787;10000;10000;2026-04-24;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015846/50 past due (2026-04-24) � no inbound delivery and no CHR shipment record exists. Escalate to Apex International Mfg., LLC immediately.;delivery_date < today AND no IBD AND no CHR match
65;4500015846;60;9050057009;1009986;Apex International Mfg., LLC;1787;15000;15000;2026-04-24;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015846/60 past due (2026-04-24) � no inbound delivery and no CHR shipment record exists. Escalate to Apex International Mfg., LLC immediately.;delivery_date < today AND no IBD AND no CHR match
66;4500015846;70;9050057010;1009986;Apex International Mfg., LLC;1787;15000;15000;2026-04-24;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015846/70 past due (2026-04-24) � no inbound delivery and no CHR shipment record exists. Escalate to Apex International Mfg., LLC immediately.;delivery_date < today AND no IBD AND no CHR match
67;4500015853;10;9050137601;1000937;DMI Personal Care;7101;51372;51372;2026-06-01;;Delivered;ASN_ERROR_PENDING;Medium;6;ACTION_REQUIRED;CHR shows PO 4500015853 physically Delivered, but no inbound delivery / 856-ASN has posted in SAP for line 10. Follow up with DMI Personal Care / EDI team on ASN status.;CHR status=Delivered, no matching IBD record (ASN/EDI not yet posted)
68;4500015875;10;6360056801;1004968;Pureprint Group Ltd;1114;100000;89200;2026-05-04;10800;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500015875/10 (10800 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
69;4500015875;20;6360052101;1004968;Pureprint Group Ltd;1114;100000;100000;2026-05-04;0;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500015875/20 (0 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
70;4500015901;10;9050141701;1010525;KDC Groveport;1114;16560;16560;2026-06-05;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015901/10 past due (2026-06-05) � no inbound delivery and no CHR shipment record exists. Escalate to KDC Groveport immediately.;delivery_date < today AND no IBD AND no CHR match
71;4500015903;10;9050089902;1003563;Menasha Packaging Company;1722;5328;324;2026-02-28;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015903/10 past due (2026-02-28) � no inbound delivery and no CHR shipment record exists. Escalate to Menasha Packaging Company immediately.;delivery_date < today AND no IBD AND no CHR match
72;4500015915;20;9050059010;1010110;SV Labs Inc.;7816;220000;12712;2026-05-04;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015915/20 past due (2026-05-04) � no inbound delivery and no CHR shipment record exists. Escalate to SV Labs Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
73;4500015926;10;9050099301;1003563;Menasha Packaging Company;1722;5400;5400;2026-05-30;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015926/10 past due (2026-05-30) � no inbound delivery and no CHR shipment record exists. Escalate to Menasha Packaging Company immediately.;delivery_date < today AND no IBD AND no CHR match
74;4500015928;10;9050099302;1003563;Menasha Packaging Company;1722;22680;22680;2026-04-30;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015928/10 past due (2026-04-30) � no inbound delivery and no CHR shipment record exists. Escalate to Menasha Packaging Company immediately.;delivery_date < today AND no IBD AND no CHR match
75;4500015929;10;9050099302;1003563;Menasha Packaging Company;1722;11880;11880;2026-05-30;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015929/10 past due (2026-05-30) � no inbound delivery and no CHR shipment record exists. Escalate to Menasha Packaging Company immediately.;delivery_date < today AND no IBD AND no CHR match
76;4500015932;10;9050099303;1003563;Menasha Packaging Company;1722;18360;18360;2026-05-30;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015932/10 past due (2026-05-30) � no inbound delivery and no CHR shipment record exists. Escalate to Menasha Packaging Company immediately.;delivery_date < today AND no IBD AND no CHR match
77;4500015940;10;9050099306;1003563;Menasha Packaging Company;1722;37440;37440;2026-04-30;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015940/10 past due (2026-04-30) � no inbound delivery and no CHR shipment record exists. Escalate to Menasha Packaging Company immediately.;delivery_date < today AND no IBD AND no CHR match
78;4500015941;10;9050099306;1003563;Menasha Packaging Company;1722;16848;16848;2026-05-30;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015941/10 past due (2026-05-30) � no inbound delivery and no CHR shipment record exists. Escalate to Menasha Packaging Company immediately.;delivery_date < today AND no IBD AND no CHR match
79;4500015968;50;9050059004;1010837;SV Labs Inc.;7803;88768;70000;2026-05-30;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015968/50 past due (2026-05-30) � no inbound delivery and no CHR shipment record exists. Escalate to SV Labs Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
80;4500015968;70;9050109811;1010837;SV Labs Inc.;1786;70000;60160;2026-05-30;9840;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500015968/70 (9840 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
81;4500015968;80;9050109811;1010837;SV Labs Inc.;7803;10000;10000;2026-05-30;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015968/80 past due (2026-05-30) � no inbound delivery and no CHR shipment record exists. Escalate to SV Labs Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
82;4500015968;100;9050087811;1010837;SV Labs Inc.;7803;10000;888;2026-05-30;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015968/100 past due (2026-05-30) � no inbound delivery and no CHR shipment record exists. Escalate to SV Labs Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
83;4500015968;110;9050134125;1010837;SV Labs Inc.;1786;10000;10000;2026-05-30;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015968/110 past due (2026-05-30) � no inbound delivery and no CHR shipment record exists. Escalate to SV Labs Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
84;4500015968;120;9050134227;1010837;SV Labs Inc.;7803;24000;24000;2026-05-30;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500015968/120 past due (2026-05-30) � no inbound delivery and no CHR shipment record exists. Escalate to SV Labs Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
