exception_id;po_number;line_item;material_id;supplier_id;supplier_name;plant;po_qty;open_qty;delivery_date;ibd_qty;chr_status;exception_type;priority;priority_score;panel;recommendation;evidence
170;4500016432;10;9050109001;1001040;Hi-P Manufacturing Co., Ltd.;1114;4320;4320;2026-07-30;4320;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016432/10 (4320 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
171;4500016433;10;9050109101;1001040;Hi-P Manufacturing Co., Ltd.;1114;4320;4320;2026-07-30;4320;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016433/10 (4320 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
172;4500016434;10;9050117001;1001040;Hi-P Manufacturing Co., Ltd.;1114;10368;10368;2026-07-10;10368;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016434/10 (10368 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
173;4500016436;10;9050115001;1001040;Hi-P Manufacturing Co., Ltd.;1114;2700;2700;2026-07-30;2700;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016436/10 (2700 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
174;4500016441;10;9200004701;1001040;Hi-P Manufacturing Co., Ltd.;1722;30600;30600;2026-07-20;30600;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016441/10 (30600 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
175;4500016442;10;9200004702;1001040;Hi-P Manufacturing Co., Ltd.;1722;134640;134640;2026-07-15;55080;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016442/10 (55080 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
176;4500016443;10;9200004703;1001040;Hi-P Manufacturing Co., Ltd.;1722;12240;12240;2026-07-30;12240;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016443/10 (12240 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
177;4500016444;10;9200004704;1001040;Hi-P Manufacturing Co., Ltd.;1722;36720;36720;2026-07-25;36720;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016444/10 (36720 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
178;4500016448;10;9050099301;1001040;Hi-P Manufacturing Co., Ltd.;7101;6480;6480;2026-07-30;6480;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016448/10 (6480 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
179;4500016452;10;9050099305;1001040;Hi-P Manufacturing Co., Ltd.;7101;38880;38880;2026-07-30;38880;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016452/10 (38880 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
180;4500016453;10;9050099306;1001040;Hi-P Manufacturing Co., Ltd.;7101;28080;28080;2026-07-30;28080;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016453/10 (28080 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
181;4500016474;10;9200000103;1009011;Dorco;9999;304000;204000;2026-06-05;200000;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016474/10 (200000 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
182;4500016475;10;9200000104;1009011;Dorco;9999;304000;204000;2026-06-05;200000;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016475/10 (200000 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
183;4500016476;10;9200000105;1009011;Dorco;9999;304000;204000;2026-06-05;200000;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016476/10 (200000 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
184;4500016501;10;6350003501;1011162;Viva Distribution (Canada) Ltd.;9997;35000;35000;2026-07-06;39144;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016501/10 (39144 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
185;4500016501;20;6350003104;1011162;Viva Distribution (Canada) Ltd.;9997;35000;35000;2026-07-06;38678;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016501/20 (38678 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
186;4500016501;30;6350003205;1011162;Viva Distribution (Canada) Ltd.;9997;30000;30000;2026-07-06;33552;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016501/30 (33552 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
187;4500016501;40;6350003410;1011162;Viva Distribution (Canada) Ltd.;9997;30000;30000;2026-07-06;33552;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016501/40 (33552 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
188;4500016502;10;6350025110;1011162;Viva Distribution (Canada) Ltd.;9997;30000;30000;2026-05-25;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016502/10 past due (2026-05-25) � no inbound delivery and no CHR shipment record exists. Escalate to Viva Distribution (Canada) Ltd. immediately.;delivery_date < today AND no IBD AND no CHR match
189;4500016504;40;6350016010;1011162;Viva Distribution (Canada) Ltd.;9997;30000;30000;2026-06-01;32616;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016504/40 (32616 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
190;4500016504;70;6350000910;1011162;Viva Distribution (Canada) Ltd.;9997;18000;18000;2026-05-22;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016504/70 past due (2026-05-22) � no inbound delivery and no CHR shipment record exists. Escalate to Viva Distribution (Canada) Ltd. immediately.;delivery_date < today AND no IBD AND no CHR match
191;4500016532;30;9050144930;1002434;Twincraft Inc.;7818;3840;3840;2026-06-08;3840;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016532/30 (3840 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
192;4500016532;40;9050144930;1002434;Twincraft Inc.;7817;13944;13944;2026-06-08;13944;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016532/40 (13944 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
193;4500016539;10;9050099801;1012603;NPI Medical, Inc;1711;8640;8640;2026-05-30;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016539/10 past due (2026-05-30) � no inbound delivery and no CHR shipment record exists. Escalate to NPI Medical, Inc immediately.;delivery_date < today AND no IBD AND no CHR match
194;4500016540;10;9050099802;1012603;NPI Medical, Inc;1711;11520;11520;2026-05-30;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016540/10 past due (2026-05-30) � no inbound delivery and no CHR shipment record exists. Escalate to NPI Medical, Inc immediately.;delivery_date < today AND no IBD AND no CHR match
195;4500016547;40;9200002301;1012603;NPI Medical, Inc;1714;136400;136400;2026-06-10;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016547/40 past due (2026-06-10) � no inbound delivery and no CHR shipment record exists. Escalate to NPI Medical, Inc immediately.;delivery_date < today AND no IBD AND no CHR match
196;4500016594;10;9200000307;;Intracompany transfer;1711;400;400;2026-04-08;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016594/10 past due (2026-04-08) � no inbound delivery and no CHR shipment record exists. Escalate to Intracompany transfer immediately.;delivery_date < today AND no IBD AND no CHR match
197;4500016623;10;9200002701;1009011;Dorco;1722;129600;129600;2026-07-27;129600;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016623/10 (129600 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
198;4500016652;40;6350002710;1011162;Viva Distribution (Canada) Ltd.;9997;215280;215280;2026-05-25;215280;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016652/40 (215280 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
199;4500016669;10;6350002710;1011162;Viva Distribution (Canada) Ltd.;9997;41400;41400;2026-05-25;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016669/10 past due (2026-05-25) � no inbound delivery and no CHR shipment record exists. Escalate to Viva Distribution (Canada) Ltd. immediately.;delivery_date < today AND no IBD AND no CHR match
200;4500016669;20;6350002299;1011162;Viva Distribution (Canada) Ltd.;9997;41400;41400;2026-05-25;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016669/20 past due (2026-05-25) � no inbound delivery and no CHR shipment record exists. Escalate to Viva Distribution (Canada) Ltd. immediately.;delivery_date < today AND no IBD AND no CHR match
201;4500016680;10;9050059310;1010110;SV Labs Inc.;7803;80000;80000;2026-06-15;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016680/10 past due (2026-06-15) � no inbound delivery and no CHR shipment record exists. Escalate to SV Labs Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
202;4500016701;20;9050093001;;Intracompany transfer;1714;59676;3012;2026-04-20;;Delivered;ASN_ERROR_PENDING;Medium;6;ACTION_REQUIRED;CHR shows PO 4500016701 physically Delivered, but no inbound delivery / 856-ASN has posted in SAP for line 20. Follow up with Intracompany transfer / EDI team on ASN status.;CHR status=Delivered, no matching IBD record (ASN/EDI not yet posted)
203;4500016708;20;9150240301;1003563;Menasha Packaging Company;7816;258440;2520;2026-04-23;59920;;QTY_MISMATCH;High;3;ACTION_REQUIRED;Qty mismatch on PO 4500016708/20: SAP shows 255920 received but inbound delivery only carries 59920. Investigate short-shipment / data gap.;"IBD exists, no CHR; GR posted (255920) exceeds IBD qty (59920)"
204;4500016713;10;6350024803;1011162;Viva Distribution (Canada) Ltd.;9997;30000;30000;2026-06-08;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016713/10 past due (2026-06-08) � no inbound delivery and no CHR shipment record exists. Escalate to Viva Distribution (Canada) Ltd. immediately.;delivery_date < today AND no IBD AND no CHR match
205;4500016714;10;9050058109;1009986;Apex International Mfg., LLC;1786;10000;10000;2026-05-18;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016714/10 past due (2026-05-18) � no inbound delivery and no CHR shipment record exists. Escalate to Apex International Mfg., LLC immediately.;delivery_date < today AND no IBD AND no CHR match
206;4500016717;30;6110100301;1013881;Belmark Inc;7815;2300;2300;2026-04-20;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016717/30 past due (2026-04-20) � no inbound delivery and no CHR shipment record exists. Escalate to Belmark Inc immediately.;delivery_date < today AND no IBD AND no CHR match
207;4500016717;40;6110100401;1013881;Belmark Inc;7815;2300;2300;2026-04-20;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016717/40 past due (2026-04-20) � no inbound delivery and no CHR shipment record exists. Escalate to Belmark Inc immediately.;delivery_date < today AND no IBD AND no CHR match
208;4500016722;10;6360043301;1000017;B2B Industrial Products LLC;1711;45000;45000;2026-06-16;45000;Carrier Booked;OVERDUE_IN_TRANSIT;High;4;ACTION_REQUIRED;"PO 4500016722/10 is past due (2026-06-16); inbound delivery posted but carrier still shows 'Carrier Booked'. Expedite with carrier T2197553.";"IBD+CHR exist; CHR status=Carrier Booked; overdue"
209;4500016727;10;6360054401;1013881;Belmark Inc;1722;2800;2800;2026-05-01;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016727/10 past due (2026-05-01) � no inbound delivery and no CHR shipment record exists. Escalate to Belmark Inc immediately.;delivery_date < today AND no IBD AND no CHR match
210;4500016732;10;9050125301;1005970;Howell;7101;343980;212940;2026-06-30;271440;In Transit;HEALTHY_IN_TRANSIT;Low;9;STATUS_REPORT;"PO 4500016732/10 in transit ('In Transit'); ASN received, GR expected on arrival.";"IBD+CHR exist; CHR status=In Transit; not yet due"
211;4500016747;10;9150240301;1003563;Menasha Packaging Company;7815;211680;33880;2026-04-23;8400;;QTY_MISMATCH;High;3;ACTION_REQUIRED;Qty mismatch on PO 4500016747/10: SAP shows 177800 received but inbound delivery only carries 8400. Investigate short-shipment / data gap.;"IBD exists, no CHR; GR posted (177800) exceeds IBD qty (8400)"
212;4500016749;40;9200005702;1005025;Mane USA;9999;199000;199000;2026-05-29;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016749/40 past due (2026-05-29) � no inbound delivery and no CHR shipment record exists. Escalate to Mane USA immediately.;delivery_date < today AND no IBD AND no CHR match
213;4500016759;10;6360041001;1002282;Packaging Corp of America;1711;25000;3400;2026-05-29;21600;Delivered;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;PO 4500016759/10 delivered per carrier and IBD posted (21600 units). Proceed with GR posting.;"IBD+CHR exist; CHR status=Delivered; quantity reconciles"
214;4500016762;20;6360044401;1010023;Atlantic Packaging;1711;160000;160000;2026-06-02;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016762/20 past due (2026-06-02) � no inbound delivery and no CHR shipment record exists. Escalate to Atlantic Packaging immediately.;delivery_date < today AND no IBD AND no CHR match
215;4500016762;30;6360044401;1010023;Atlantic Packaging;1712;60000;60000;2026-06-02;61200;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016762/30 (61200 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
216;4500016765;10;9050068701;1005970;Howell;7101;101088;93312;2026-07-02;7776;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016765/10 (7776 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
217;4500016770;10;9050067911;1001040;Hi-P Manufacturing Co., Ltd.;7101;4680;4680;2026-08-24;4680;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016770/10 (4680 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
218;4500016771;10;9050033019;1001040;Hi-P Manufacturing Co., Ltd.;7101;3744;3744;2026-08-24;3744;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016771/10 (3744 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
219;4500016774;10;9050038405;1001040;Hi-P Manufacturing Co., Ltd.;1714;16128;16128;2026-07-27;16128;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016774/10 (16128 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
220;4500016775;10;9050038407;1001040;Hi-P Manufacturing Co., Ltd.;1714;2688;2688;2026-08-24;2688;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016775/10 (2688 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
221;4500016776;10;9050038408;1001040;Hi-P Manufacturing Co., Ltd.;1714;2688;2688;2026-08-24;2688;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016776/10 (2688 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
222;4500016777;10;9050041101;1001040;Hi-P Manufacturing Co., Ltd.;1722;11880;11880;2026-08-07;11880;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016777/10 (11880 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
223;4500016781;10;9200003702;1001040;Hi-P Manufacturing Co., Ltd.;1714;18000;18000;2026-08-24;18000;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016781/10 (18000 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
224;4500016782;10;9200000305;1001040;Hi-P Manufacturing Co., Ltd.;1714;18000;18000;2026-08-24;18000;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016782/10 (18000 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
225;4500016783;10;9200000307;1001040;Hi-P Manufacturing Co., Ltd.;1714;18000;18000;2026-08-24;18000;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016783/10 (18000 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
226;4500016784;10;9200000309;1001040;Hi-P Manufacturing Co., Ltd.;1714;18000;18000;2026-08-24;18000;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016784/10 (18000 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
227;4500016806;10;9050038405;;Intracompany transfer;1711;360;360;2026-04-24;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016806/10 past due (2026-04-24) � no inbound delivery and no CHR shipment record exists. Escalate to Intracompany transfer immediately.;delivery_date < today AND no IBD AND no CHR match
228;4500016809;10;6350002706;1011162;Viva Distribution (Canada) Ltd.;9997;33120;33120;2026-06-01;33120;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016809/10 (33120 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
229;4500016809;20;6350002705;1011162;Viva Distribution (Canada) Ltd.;9997;33120;33120;2026-06-01;33120;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016809/20 (33120 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
230;4500016829;10;9050083203;1010837;SV Labs Inc.;1786;13000;13000;2026-06-15;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016829/10 past due (2026-06-15) � no inbound delivery and no CHR shipment record exists. Escalate to SV Labs Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
231;4500016829;20;9050083203;1010837;SV Labs Inc.;1787;22000;22000;2026-06-15;;;NO_SHIPMENT_OVERDUE;High;1;ACTION_REQUIRED;PO 4500016829/20 past due (2026-06-15) � no inbound delivery and no CHR shipment record exists. Escalate to SV Labs Inc. immediately.;delivery_date < today AND no IBD AND no CHR match
232;4500016834;10;9050013404;1000026;Feintechnik GmbH Eisfeld;1734;162000;162000;2026-07-26;162000;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016834/10 (162000 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
233;4500016836;10;9050013401;1000026;Feintechnik GmbH Eisfeld;1722;162000;162000;2026-07-20;162000;;HEALTHY_GR_PENDING;Low;8;STATUS_REPORT;Inbound delivery posted for PO 4500016836/10 (162000 units). Proceed with GR posting.;"IBD exists, no CHR; quantity reconciles (or ahead of GR)"
